epoch,datetime_utc,open,high,low,close
1766865600,2025-12-27 20:00:00,233638.89,234270.01,232056.33,232703.45
1766880000,2025-12-28 00:00:00,232696.17,237088.33,231216.21,235887.61
1766894400,2025-12-28 04:00:00,235884.57,236074.55,232792.41,233459.26
1766908800,2025-12-28 08:00:00,233461.59,234526.59,229244.01,229778.9
1766923200,2025-12-28 12:00:00,229774.95,233153.1,229691.31,231331.08
1766937600,2025-12-28 16:00:00,231339.63,232007.15,226246.17,228288.93
1766952000,2025-12-28 20:00:00,228263.33,232445.95,227044.21,230628.37
1766966400,2025-12-29 00:00:00,230594.47,233055.51,230152.04,232300.1
1766980800,2025-12-29 04:00:00,232280.05,233046.64,229305.26,231615.37
1766995200,2025-12-29 08:00:00,231639.89,232742.04,229471.88,229603.64
1767009600,2025-12-29 12:00:00,229586.1,231138.22,228669.2,229918.91
1767024000,2025-12-29 16:00:00,229926.94,231516.48,227295.07,231217.18
1767038400,2025-12-29 20:00:00,231225.89,232641.34,229599.84,232595.23
1767052800,2025-12-30 00:00:00,232587.29,233536.51,230918.68,232488.5
1767067200,2025-12-30 04:00:00,232482.58,236321.02,230913.68,235488.14
1767081600,2025-12-30 08:00:00,235490.68,237291.47,234303.42,235161.45
1767096000,2025-12-30 12:00:00,235168.36,235206.96,232481.14,232500.52
1767110400,2025-12-30 16:00:00,232517.09,232920.25,229234.69,230989.75
1767124800,2025-12-30 20:00:00,230988.14,235645.53,230480.59,235499.64
1767139200,2025-12-31 00:00:00,235499.45,236099.14,231792.88,232515.14
1767153600,2025-12-31 04:00:00,232515.07,237728.78,232181.23,236418.35
1767168000,2025-12-31 08:00:00,236417.04,237360.81,234850.48,236024.96
1767182400,2025-12-31 12:00:00,236040.61,237659.45,234593.55,236284.57
1767196800,2025-12-31 16:00:00,236325.09,242118.94,236109.16,241096.44
1767211200,2025-12-31 20:00:00,241120.86,242053.03,237779.76,239805.72
1767225600,2026-01-01 00:00:00,239801.67,240573.52,235193.33,235226.93
1767240000,2026-01-01 04:00:00,235247.14,236983.66,234543.73,236454.15
1767254400,2026-01-01 08:00:00,236416.2,243208.93,235466.78,241999.33
1767268800,2026-01-01 12:00:00,242002.67,242604.69,239765.2,241974.47
1767283200,2026-01-01 16:00:00,241950.43,242533.91,240235.6,240553.61
1767297600,2026-01-01 20:00:00,240551.57,241397.34,238538.2,239350.51
1767312000,2026-01-02 00:00:00,239344.69,241794.71,237862.17,241076.58
1767326400,2026-01-02 04:00:00,241063.15,243479.98,240994.9,242730.37
1767340800,2026-01-02 08:00:00,242728.35,245055.11,241821.62,244810.11
1767355200,2026-01-02 12:00:00,244814.23,248396.5,244142.51,247261.78
1767369600,2026-01-02 16:00:00,247268.72,251120.74,246391.06,249481.92
1767384000,2026-01-02 20:00:00,249471.56,249768.47,245636.14,246730.97
1767398400,2026-01-03 00:00:00,246768.87,251611.57,246506.93,251224.17
1767412800,2026-01-03 04:00:00,251228.14,255192.46,250626.18,254438.02
1767427200,2026-01-03 08:00:00,254423.17,254423.17,251467.18,252009.07
1767441600,2026-01-03 12:00:00,251996.36,255562.14,251668.12,253503.57
1767456000,2026-01-03 16:00:00,253503.23,260400.84,253457.82,259611.41
1767470400,2026-01-03 20:00:00,259617.93,260402.5,258634.3,259595.79
1767484800,2026-01-04 00:00:00,259590.87,260656.91,254737.21,254884.09
1767499200,2026-01-04 04:00:00,254852.3,256499.32,253684.17,253931.76
1767513600,2026-01-04 08:00:00,253939.19,255355.17,250393.74,254161.15
1767528000,2026-01-04 12:00:00,254194.95,255082.78,250588.06,254265.65
1767542400,2026-01-04 16:00:00,254242.76,254304.76,247462.25,247803.4
1767556800,2026-01-04 20:00:00,247827.08,250368.51,246310.73,246501.26
1767571200,2026-01-05 00:00:00,246517.66,248301.09,245431.14,247951.59
1767585600,2026-01-05 04:00:00,247927.23,248404.65,245591.78,246785.47
1767600000,2026-01-05 08:00:00,246808.02,247341.47,243729.42,244135.27
1767614400,2026-01-05 12:00:00,244172.82,246135.07,242912.98,245206.04
